group,ret,mz,20250630_D1_S1_NTS_Pos_2-22_1_10520,20250630_D1_S2_NTS_Pos_2-23_1_10521,20250630_D1_S3_NTS_Pos_2-24_1_10522,20250630_D1_S4_NTS_Pos_2-3_1_10500,20250630_D1_S5_NTS_Pos_2-4_1_10501,20250630_D1_S6_NTS_Pos_2-5_1_10502,20250630_D1_S7_NTS_Pos_1-38_1_10480,20250630_D1_S8_NTS_Pos_1-39_1_10481,20250630_D1_S9_NTS_Pos_1-40_1_10482,20250630_D2_S1_NTS_Pos_2-25_1_10523,20250630_D2_S10_NTS_Pos_1-22_1_10463,20250630_D2_S11_NTS_Pos_1-23_1_10464,20250630_D2_S12_NTS_Pos_1-24_1_10465,20250630_D2_S2_NTS_Pos_2-26_1_10524,20250630_D2_S3_NTS_Pos_2-27_1_10525,20250630_D2_S4_NTS_Pos_2-6_1_10503,20250630_D2_S5_NTS_Pos_2-7_1_10504,20250630_D2_S6_NTS_Pos_2-8_1_10505,20250630_D2_S7_NTS_Pos_1-41_1_10483,20250630_D2_S8_NTS_Pos_1-42_1_10484,20250630_D2_S9_NTS_Pos_1-43_1_10485,20250630_D3_S1_NTS_Pos_2-28_1_10526,20250630_D3_S10_NTS_Pos_1-25_1_10466,20250630_D3_S11_NTS_Pos_1-26_1_10467,20250630_D3_S12_NTS_Pos_1-27_1_10468,20250630_D3_S2_NTS_Pos_2-29_1_10527,20250630_D3_S3_NTS_Pos_2-30_1_10528,20250630_D3_S4_NTS_Pos_2-9_1_10506,20250630_D3_S5_NTS_Pos_2-10_1_10507,20250630_D3_S6_NTS_Pos_2-11_1_10508,20250630_D3_S7_NTS_Pos_1-44_1_10486,20250630_D3_S8_NTS_Pos_1-45_1_10487,20250630_D3_S9_NTS_Pos_1-46_1_10488,20250630_D4_S1_NTS_Pos_2-31_1_10529,20250630_D4_S10_NTS_Pos_1-28_1_10469,20250630_D4_S11_NTS_Pos_1-29_1_10470,20250630_D4_S12_NTS_Pos_1-30_1_10471,20250630_D4_S2_NTS_Pos_2-32_1_10530,20250630_D4_S3_NTS_Pos_2-33_1_10531,20250630_D4_S4_NTS_Pos_2-12_1_10509,20250630_D4_S5_NTS_Pos_2-13_1_10510,20250630_D4_S6_NTS_Pos_2-14_1_10511,20250630_D4_S7_NTS_Pos_1-47_1_10489,20250630_D4_S8_NTS_Pos_1-48_1_10490,20250630_D4_S9_NTS_Pos_1-49_1_10491,20250630_D5_S1_NTS_Pos_2-34_1_10532,20250630_D5_S10_NTS_Pos_1-31_1_10472,20250630_D5_S11_NTS_Pos_1-32_1_10473,20250630_D5_S12_NTS_Pos_1-33_1_10474,20250630_D5_S2_NTS_Pos_2-35_1_10533,20250630_D5_S3_NTS_Pos_2-36_1_10534,20250630_D5_S4_NTS_Pos_2-15_1_10512,20250630_D5_S5_NTS_Pos_2-16_1_10513,20250630_D5_S6_NTS_Pos_2-17_1_10514,20250630_D5_S7_NTS_Pos_1-50_1_10492,20250630_D5_S8_NTS_Pos_1-51_1_10493,20250630_D5_S9_NTS_Pos_1-52_1_10494,20250630_D6_S1_NTS_Pos_2-37_1_10535,20250630_D6_S10_NTS_Pos_1-34_1_10475,20250630_D6_S11_NTS_Pos_1-35_1_10476,20250630_D6_S12_NTS_Pos_1-36_1_10477,20250630_D6_S2_NTS_Pos_2-38_1_10536,20250630_D6_S3_NTS_Pos_2-39_1_10537,20250630_D6_S4_NTS_Pos_2-18_1_10515,20250630_D6_S5_NTS_Pos_2-19_1_10516,20250630_D6_S6_NTS_Pos_2-20_1_10517,20250630_D6_S7_NTS_Pos_1-53_1_10495,20250630_D6_S8_NTS_Pos_1-54_1_10496,20250630_D6_S9_NTS_Pos_2-1_1_10497,20250701_D1_S1_NTS_Neg_2-22_1_10621,20250701_D1_S2_NTS_Neg_2-23_1_10622,20250701_D1_S3_NTS_Neg_2-24_1_10623,20250701_D1_S4_NTS_Neg_2-3_1_10601,20250701_D1_S5_NTS_Neg_2-4_1_10602,20250701_D1_S6_NTS_Neg_2-5_1_10603,20250701_D1_S7_NTS_Neg_1-38_1_10581,20250701_D1_S8_NTS_Neg_1-39_1_10582,20250701_D1_S9_NTS_Neg_1-40_1_10583,20250701_D2_S1_NTS_Neg_2-25_1_10624,20250701_D2_S10_NTS_Neg_1-22_1_10564,20250701_D2_S11_NTS_Neg_1-23_1_10565,20250701_D2_S12_NTS_Neg_1-24_1_10566,20250701_D2_S2_NTS_Neg_2-26_1_10625,20250701_D2_S3_NTS_Neg_2-27_1_10626,20250701_D2_S4_NTS_Neg_2-6_1_10604,20250701_D2_S5_NTS_Neg_2-7_1_10605,20250701_D2_S6_NTS_Neg_2-8_1_10606,20250701_D2_S7_NTS_Neg_1-41_1_10584,20250701_D2_S8_NTS_Neg_1-42_1_10585,20250701_D2_S9_NTS_Neg_1-43_1_10586,20250701_D3_S1_NTS_Neg_2-28_1_10627,20250701_D3_S10_NTS_Neg_1-25_1_10567,20250701_D3_S11_NTS_Neg_1-26_1_10568,20250701_D3_S12_NTS_Neg_1-27_1_10569,20250701_D3_S2_NTS_Neg_2-29_1_10628,20250701_D3_S3_NTS_Neg_2-30_1_10629,20250701_D3_S4_NTS_Neg_2-9_1_10607,20250701_D3_S5_NTS_Neg_2-10_1_10608,20250701_D3_S6_NTS_Neg_2-11_1_10609,20250701_D3_S7_NTS_Neg_1-44_1_10587,20250701_D3_S8_NTS_Neg_1-45_1_10588,20250701_D3_S9_NTS_Neg_1-46_1_10589,20250701_D4_S1_NTS_Neg_2-31_1_10630,20250701_D4_S10_NTS_Neg_1-28_1_10570,20250701_D4_S11_NTS_Neg_1-29_1_10571,20250701_D4_S12_NTS_Neg_1-30_1_10572,20250701_D4_S2_NTS_Neg_2-32_1_10631,20250701_D4_S3_NTS_Neg_2-33_1_10632,20250701_D4_S4_NTS_Neg_2-12_1_10610,20250701_D4_S5_NTS_Neg_2-13_1_10611,20250701_D4_S6_NTS_Neg_2-14_1_10612,20250701_D4_S7_NTS_Neg_1-47_1_10590,20250701_D4_S8_NTS_Neg_1-48_1_10591,20250701_D4_S9_NTS_Neg_1-49_1_10592,20250701_D5_S1_NTS_Neg_2-34_1_10633,20250701_D5_S10_NTS_Neg_1-31_1_10573,20250701_D5_S11_NTS_Neg_1-32_1_10574,20250701_D5_S12_NTS_Neg_1-33_1_10575,20250701_D5_S2_NTS_Neg_2-35_1_10634,20250701_D5_S3_NTS_Neg_2-36_1_10635,20250701_D5_S4_NTS_Neg_2-15_1_10613,20250701_D5_S5_NTS_Neg_2-16_1_10614,20250701_D5_S6_NTS_Neg_2-17_1_10615,20250701_D5_S7_NTS_Neg_1-50_1_10593,20250701_D5_S8_NTS_Neg_1-51_1_10594,20250701_D5_S9_NTS_Neg_1-52_1_10595,20250701_D6_S1_NTS_Neg_2-37_1_10636,20250701_D6_S10_NTS_Neg_1-34_1_10576,20250701_D6_S11_NTS_Neg_1-35_1_10577,20250701_D6_S12_NTS_Neg_1-36_1_10578,20250701_D6_S2_NTS_Neg_2-38_1_10637,20250701_D6_S3_NTS_Neg_2-39_1_10638,20250701_D6_S4_NTS_Neg_2-18_1_10616,20250701_D6_S5_NTS_Neg_2-19_1_10617,20250701_D6_S6_NTS_Neg_2-20_1_10618,20250701_D6_S7_NTS_Neg_1-53_1_10596,20250701_D6_S8_NTS_Neg_1-54_1_10597,20250701_D6_S9_NTS_Neg_2-1_1_10598,adduct,neutralMass,susp_name
M130_R159_246,158.7560692,130.062753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49659,36474,59126,0,0,0,0,0,0,0,0,0,71941,80321,43491,67832,37538,48715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22190,17790,20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M-H]-,130.062753,"2-Hydroxyethyl methacrylate,DEET-TP37,Ethyl acetoacetate"
M130_R290_248,290.354218,130.063125,58434,80578,48447,210443,148630,115574,199410,169330,170052,49007,0,0,0,51915,49595,163983,132070,112646,113787,146426,92264,84012,0,0,0,83201,74410,164203,108956,156988,129925,137511,67823,63608,0,0,0,84046,49283,144902,69403,94258,72326,71297,86106,69891,0,0,0,87736,64848,47771,37637,126035,64380,68481,96757,95095,0,0,0,93262,97835,114489,144928,71567,85841,101367,99343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063125,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M130_R235_249,235.084013,130.063157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42631,0,0,0,81122,14585,0,0,0,0,0,0,25279,0,0,0,56099,56429,0,0,0,44775,18376,51162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063157,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M130_R317_251,317.184548,130.063224,69660,93534,50615,108346,57481,60297,88187,154279,109860,96110,0,0,0,71447,70683,38139,77700,77222,37789,70277,31659,87977,0,0,0,83235,51101,77512,37830,100725,55854,80591,31103,51694,0,0,0,65499,64346,57635,64522,64774,60643,47972,51906,62730,0,0,0,79207,47171,60345,69655,73134,58803,48311,49771,105826,0,0,0,69790,101831,85376,96748,116298,100489,74348,92774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063224,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M130_R372_252,372.174821,130.063228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34687,19508,22290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063228,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M130_R340_253,340.161007,130.063331,37075,37342,34910,64782,43346,47195,0,0,0,29017,0,0,0,44369,58099,31492,44983,36975,39134,43712,37401,47736,0,0,0,41808,43416,48466,30527,96910,49269,78481,47397,50603,0,0,0,68644,38790,69267,52710,58681,31992,55847,35694,32067,0,0,0,30990,36044,34352,29161,38979,28167,28076,38765,94646,0,0,0,80648,45266,78571,84348,62104,72991,66374,57740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063331,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M130_R358_254,357.591645,130.063381,0,0,0,30061,29338,23827,36680,31807,34371,0,0,0,0,0,0,0,0,0,43642,22226,15000,36267,0,0,0,51473,39159,40074,31375,54559,34531,39345,35305,34529,0,0,0,47112,35829,42329,25302,36056,24610,36437,34115,0,0,0,0,0,0,0,0,0,0,0,0,38187,0,0,0,36020,37929,51112,36192,30610,78662,42673,37580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,130.063381,"2-Hydroxyethyl methacrylate,Ethyl acetoacetate"
M131_R185_256,185.3822757,131.094508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103837,70247,49340,66917,106544,109574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M-H]-,131.094508,"2-morpholinoethanol,Atenolol-TP2,DL-Norleucine,Metoprolol-TP2,Propranolol-TP2"
M132_R152_260,151.8322074,132.042373,0,0,0,30570,43618,20997,15940,21612,35412,0,0,0,0,0,0,14157,28266,13655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16307,12901,12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19375,19958,19764,0,0,0,"[M+H]+,[M-H]-",132.042373,"Antipyrine-TP33,Glutaric acid,Salicylic acid-TP40"
M132_R182_261,181.709039,132.042547,0,0,0,20636,19255,19837,58379,46951,50668,0,0,0,0,0,0,0,0,0,17501,32956,15577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.042547,Glutaric acid
M132_R226_264,226.156644,132.07874,0,0,0,257856,210870,181208,274094,87869,229255,0,218804,295289,317333,0,0,248982,98913,129731,199751,331883,587676,0,0,0,0,0,0,63029,56398,81833,136004,150594,97555,0,113837,229998,193505,0,0,154182,104655,238220,224725,289357,198844,0,0,0,0,0,0,60585,85632,65958,123418,116056,141903,0,660240,202483,751859,0,0,0,0,0,41855,28932,39129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.07874,"1-Methoxy-2-propyl acetate,2,2-dimethyl-1,3-dioxolan-4-ylmethanol,2-Ethoxyethyl acetate,2-Methoxy-1-propyl acetate,Butyl hydroxyacetate"
M132_R218_265,217.50905,132.078869,0,0,0,78374,50104,31720,58098,49764,55089,0,0,0,0,0,0,0,0,0,57595,70288,54978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.078869,"1-Methoxy-2-propyl acetate,2,2-dimethyl-1,3-dioxolan-4-ylmethanol,2-Ethoxyethyl acetate,2-Methoxy-1-propyl acetate,Butyl hydroxyacetate"
M132_R250_266,249.563096,132.078902,0,0,0,85787,83317,66564,150041,88023,109467,0,206306,177926,267480,0,0,238399,102485,128726,89297,144752,197020,0,0,0,0,0,0,50821,60864,64464,57916,52057,23904,0,68720,129459,133564,0,0,69988,107643,97317,100440,147311,109031,0,0,0,0,0,0,64900,41398,75807,35583,67129,52619,0,760716,290996,563540,0,0,23053,26093,37971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.078902,"1-Methoxy-2-propyl acetate,2,2-dimethyl-1,3-dioxolan-4-ylmethanol,2-Ethoxyethyl acetate,2-Methoxy-1-propyl acetate,Butyl hydroxyacetate"
M132_R267_267,267.061001,132.07893,0,0,0,0,0,0,20001,44080,26433,0,49858,52399,81327,0,0,0,0,0,45546,34499,43040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45521,17159,21633,30001,40213,31838,0,0,0,0,0,0,0,0,0,18327,21868,21524,0,295071,153513,126794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.07893,"1-Methoxy-2-propyl acetate,2,2-dimethyl-1,3-dioxolan-4-ylmethanol,2-Ethoxyethyl acetate,2-Methoxy-1-propyl acetate,Butyl hydroxyacetate"
M132_R411_268,410.862157,132.078939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43668,68798,30793,0,0,34727,43580,58972,38160,24460,21055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,132.078939,"1-Methoxy-2-propyl acetate,2,2-dimethyl-1,3-dioxolan-4-ylmethanol,2-Ethoxyethyl acetate,2-Methoxy-1-propyl acetate,Butyl hydroxyacetate"
M133_R233_273,233.2777449,133.063806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78040,0,0,0,55528,67255,0,0,0,0,0,0,0,64820,81879,74063,0,0,34982,22497,47367,37683,51363,26589,31452,51719,54041,61792,74321,27447,25861,19061,24901,59187,62777,65496,46772,0,0,0,55156,37928,0,0,0,0,0,0,32303,0,0,0,35445,26971,0,0,0,0,0,0,[M-H]-,133.063806,"2-Aminobenzimidazole,4-Methyl-1H-benzotriazole,5-Methyl-1H-benzotriazole (5-Tolyltriazole),Methyl-1H-benzotriazole"
M133_R292_274,292.0603443,133.063958,173180,212530,133380,29528,41089,36152,76938,101714,92561,96732,436718,451931,610713,199323,211084,67247,82217,113462,84249,78277,45308,115181,703377,642943,379795,87121,168562,80375,59540,80974,123209,102368,85486,133883,284237,519203,389336,203579,147873,164722,155949,111960,108187,143269,219974,83701,302034,251120,355334,94463,106122,0,0,0,61865,52780,61578,108669,342752,381252,464450,104204,99261,0,0,0,122699,95572,105747,42793,37281,40189,0,0,0,0,0,0,44459,104241,98796,85746,55246,34955,0,0,0,0,0,0,23457,116350,96741,79547,32851,44338,0,0,0,0,0,0,0,124324,111504,116219,0,0,23700,27988,20496,0,0,0,21681,112950,59993,96971,22553,21897,0,0,0,0,0,0,20663,93220,93000,82161,26760,23176,0,0,0,0,0,0,"[M+H]+,[M-H]-",133.063958,"2-Aminobenzimidazole,4-Methyl-1H-benzotriazole,5-Methyl-1H-benzotriazole (5-Tolyltriazole),Methyl-1H-benzotriazole"
M134_R290_276,289.816323,134.094438,0,0,0,0,0,0,14252,15014,11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,134.094438,"1,1'-Oxybis-2-propanol,2-(2-Ethoxyethoxy)ethanol,Bis(2-methoxyethyl) ether,Propylidynetrimethanol, propoxylated, reaction products with ammonia"
M135_R175_281,174.8294672,135.043167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31021,31829,36763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M-H]-,135.043167,"1-Hydroxybenzotriazole,4-Hydroxybenzotriazole,5-Hydroxybenzotriazole"
M136_R301_282,300.509362,136.052557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25080,42609,28069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,136.052557,DEET-TP10
M136_R342_283,341.863373,136.088973,0,0,0,33352,21607,35086,0,0,0,0,0,0,0,0,0,70310,32927,29225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,136.088973,"(2-methoxyethyl)benzene,2,4,6-Trimethylphenol,3-Phenyl-1-propanol,Clofibric acid-TP9"
M136_R308_284,308.270614,136.089011,0,0,0,0,0,0,16676,37013,18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,136.089011,"(2-methoxyethyl)benzene,2,4,6-Trimethylphenol,3-Phenyl-1-propanol,Clofibric acid-TP9"
M137_R226_288,226.011805,137.047724,0,0,0,0,0,0,72391,15947,40697,55001,0,0,0,64821,74925,0,0,0,0,0,0,44287,24045,38891,29326,42196,46705,0,0,0,0,0,0,87420,0,0,0,56182,68060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35183,0,0,0,58578,55695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,137.047724,"Saccharin-TP15,Salicylamide"
M137_R200_289,200.034568,137.047741,30567,30198,22057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,137.047741,"2-nitrotoluene,4-nitrotoluene,Fenuron-TP2,Saccharin-TP15,Salicylamide"
M137_R289_290,289.111357,137.047761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32197,0,0,0,34627,36188,89222,67227,75024,0,0,0,0,0,0,0,0,0,43401,25079,71304,55048,62169,75849,53697,0,0,0,52731,38416,66586,93976,41241,104701,102925,105212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,137.047761,"Fenuron-TP2,Saccharin-TP15,Salicylamide"
M137_R360_291,360.479658,137.084068,71981,59187,48701,0,0,0,0,0,0,75312,0,0,0,69693,108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66716,0,0,0,80621,68399,0,0,0,0,0,0,32889,0,0,0,49647,45903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,137.084068,6-methoxy-m-toluidine
M137_R270_292,269.668044,137.084219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25862,22381,32504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29194,0,0,0,55118,40480,0,0,0,0,0,0,34542,0,0,0,28838,45473,0,0,0,0,0,0,40736,0,0,0,38205,18454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[M+H]+,137.084219,6-methoxy-m-toluidine
